,listing,location,price,bedroom_num,bathroom_num,floor_area,land_size,longitude,latitude
179,For Sale 2 Bedroom Loft in One Rockwell West Makati,"Rockwell, Makati","27,000,000",2,2,106,,121.0362038,14.5634274
180,80 sqm 2 Bedroom Condo unit for Sale at Solstice Towers in Circuit Makati,"Rockwell, Makati","17,000,000",2,2,80,,121.0184162,14.5738205
181,Condo For Sale at The Residences at Greenbelt Makati (TRAG),"San Lorenzo, Makati","37,000,000",2,3,102,,121.0203178,14.5511286
182,2-Bedroom Unit at Salcedo Skysuites for sale,"Salcedo Village, Makati","21,000,000",2,,108,,121.0237865,14.56161652
183,Studio Condo Unit For Sale in Avida Tower Asten Makati,"San Antonio, Makati","3,800,000",1,1,22,,121.009139,14.563865
184,Luxurious 3 Bedroom unit For Sale in Makati,"Legazpi Village, Makati","61,000,000",3,4,181,,121.0141682,14.5560869
185,Ready to move in Rockwell Studio Condo Unit in Makati,"Rockwell, Makati","10,000,000",1,1,32,,121.0371989,14.5662972
186,Parkford Suites Makati by Alveo Land Corp 3 bedroom for sale,"Salcedo Village, Makati","45,000,000",3,3,326,,121.0206028,14.5596699
187,"2-Bedroom Unit at Cityland Pasong Tamo Tower, Makati","Bangkal, Makati","6,300,000",2,1,58,,121.0133662,14.54979798
188,4 Bedroom Penthouse unit with Den at Proscenium Rockwell Kirov Tower For Sale,"Rockwell, Makati","200,000,000",4,4,468,,121.0371989,14.5662972
189,"For Sale 1 Bedroom Condominium in Signa Designer Residences, Makati","Bel-Air, Makati","8,800,000",1,1,54,,121.0169571,14.5592355
190,Studio Unit at SM Jazz Residences with Income,"Bel-Air, Makati","3,800,000",1,1,20,,121.0220743,14.5635465
191,2BR Condo for Sale at Makati City One Legaspi Park,"Legazpi Village, Makati","22,000,000",2,2,95,,121.0175342,14.5549113
192,"Rare One Roxas Triangle (ORT) Penthouse Unit for Sale in Paseo de Roxas, Makati","Paseo de Roxas, Makati","175,000,000",4,4,527,,121.025,14.55792
